"age","api","pho","bel","lin","lgr","lam","lir","lst","lpi","pbd","bch",".row"
26,53,"RENT",1,"PERSONAL","E",20,16.35,1,0.38,"Y",4,320
24,54,"RENT",2,"VENTURE","D",20,16.49,1,0.37,"N",2,321
26,20.28,"MORTGAGE",5,"HOMEIMPROVEMENT","A",7,8,0,0.35,"N",2,322
24,60,"RENT",0,"PERSONAL","B",20,10.99,1,0.33,"N",2,323
24,20.352,"OWN",3,"VENTURE","A",7.75,6.91,0,0.38,"N",3,324
25,54,"RENT",6,"PERSONAL","B",20,8.88,1,0.37,"N",3,325
23,54,"RENT",2,"PERSONAL","B",20,11.12,1,0.37,"N",2,326
22,60,"RENT",4,"EDUCATION","A",20,7.88,1,0.33,"N",3,327
25,60,"RENT",2,"EDUCATION","B",20,11.11,1,0.33,"N",2,328
24,20.4,"MORTGAGE",5,"DEBTCONSOLIDATION","B",5.5,10.99,0,0.27,"N",4,329
25,54,"RENT",1,"PERSONAL","D",20,15.65,1,0.37,"Y",3,330
24,54,"RENT",1,"PERSONAL","E",20,17.04,1,0.37,"Y",3,331
23,60,"RENT",3,"EDUCATION","B",20,12.21,1,0.33,"N",2,332
21,20.4,"OWN",2,"EDUCATION","C",1.275,15.23,0,0.06,"Y",3,333
25,54,"RENT",1,"DEBTCONSOLIDATION","D",20,14.11,1,0.37,"N",4,334
24,60,"RENT",0,"PERSONAL","B",20,11.14,1,0.33,"N",2,335
26,60,"RENT",3,"HOMEIMPROVEMENT","B",20,10.08,1,0.33,"N",4,336
23,54.504,"RENT",1,"PERSONAL","E",20,16.7,1,0.37,"Y",4,337
24,55,"RENT",2,"VENTURE","E",20,18.64,1,0.36,"N",2,338
24,61,"RENT",2,"HOMEIMPROVEMENT","B",20,12.18,1,0.33,"N",4,339
22,20.4,"OWN",0,"DEBTCONSOLIDATION","D",3.8,11.11,0,0.19,"Y",3,340
25,62,"RENT",3,"MEDICAL","A",20,6.54,1,0.32,"N",3,341
24,56,"RENT",3,"EDUCATION","D",20,14.61,1,0.36,"Y",4,342
25,62.4,"RENT",7,"VENTURE","B",20,11.48,1,0.32,"N",2,343
25,63,"RENT",3,"MEDICAL","B",20,12.42,1,0.32,"N",3,344
26,58,"RENT",0,"DEBTCONSOLIDATION","B",20,10.25,1,0.34,"N",2,345
23,65,"RENT",0,"MEDICAL","B",20,10.65,1,0.31,"N",3,346
24,20.8,"OWN",0,"PERSONAL","D",5,16.29,0,0.24,"Y",3,347
23,65,"RENT",0,"MEDICAL","B",20,10.37,1,0.31,"N",2,348
25,20.868,"OWN",0,"VENTURE","C",5.375,13.49,0,0.26,"Y",2,349
26,59,"RENT",3,"PERSONAL","C",20,11.11,1,0.34,"N",4,350
26,65.004,"RENT",7,"DEBTCONSOLIDATION","B",20,11.99,1,0.31,"N",2,351
25,59.004,"RENT",1,"PERSONAL","D",20,14.84,1,0.34,"Y",2,352
23,59.004,"RENT",5,"DEBTCONSOLIDATION","B",20,10.83,1,0.34,"N",2,353
23,65.5,"RENT",2,"DEBTCONSOLIDATION","C",20,13.22,1,0.31,"N",2,354
22,66.996,"RENT",3,"EDUCATION","B",20,12.18,0,0.3,"N",2,355
23,67,"RENT",0,"MEDICAL","B",20,11.11,0,0.3,"N",2,356
24,67,"RENT",5,"HOMEIMPROVEMENT","C",20,13.48,0,0.3,"Y",2,357
25,68,"RENT",4,"PERSONAL","C",20,12.53,0,0.29,"Y",4,358
24,62.4,"RENT",4,"DEBTCONSOLIDATION","D",20,14.84,1,0.32,"N",4,359
23,69.5,"RENT",3,"VENTURE","E",20,17.74,0,0.29,"Y",2,360
25,70,"RENT",5,"HOMEIMPROVEMENT","B",20,9.99,0,0.29,"N",2,361
22,70,"RENT",2,"PERSONAL","A",20,6.91,0,0.29,"N",4,362
25,64,"RENT",0,"HOMEIMPROVEMENT","E",20,11.11,1,0.31,"N",4,363
22,21,"MORTGAGE",4,"DEBTCONSOLIDATION","B",3,11.49,0,0.14,"N",3,364
23,55.392,"RENT",3,"MEDICAL","D",20,15.2,1,0.31,"Y",4,365
24,72,"RENT",5,"MEDICAL","B",20,11.83,0,0.28,"N",2,366
24,21,"OTHER",4,"PERSONAL","B",6,12.21,0,0.29,"N",2,367
23,66,"RENT",1,"VENTURE","D",20,14.11,1,0.3,"N",3,368
22,66,"RENT",3,"DEBTCONSOLIDATION","D",20,14.42,1,0.3,"N",2,369
24,72,"RENT",4,"HOMEIMPROVEMENT","D",20,14.74,0,0.28,"Y",3,370
24,74,"RENT",0,"HOMEIMPROVEMENT","B",20,12.69,0,0.27,"N",3,371
22,21.12,"MORTGAGE",3,"DEBTCONSOLIDATION","D",1.625,16.89,1,0.08,"Y",3,372
25,21.221,"MORTGAGE",4,"VENTURE","B",8.5,9.63,0,0.4,"N",4,373
24,75,"RENT",4,"HOMEIMPROVEMENT","B",20,8.88,0,0.27,"N",3,374
26,75,"RENT",5,"MEDICAL","A",20,6.91,0,0.27,"N",4,375
26,75,"RENT",3,"EDUCATION","A",20,11.11,0,0.27,"N",3,376
25,75,"RENT",0,"PERSONAL","B",20,10.38,0,0.27,"N",3,377
22,75,"RENT",2,"VENTURE","C",20,11.11,0,0.27,"N",2,378
26,21.6,"OWN",5,"EDUCATION","B",5.2,12.42,0,0.24,"N",3,379
24,69,"RENT",0,"HOMEIMPROVEMENT","E",20,14.82,1,0.29,"N",4,380
23,75.6,"RENT",3,"PERSONAL","E",20,16.32,0,0.26,"Y",3,381
23,59.497,"RENT",0,"MEDICAL","E",20,16,1,0.29,"N",3,382
26,70,"RENT",7,"DEBTCONSOLIDATION","C",20,13.16,1,0.29,"N",3,383
26,71.004,"RENT",0,"HOMEIMPROVEMENT","D",20,13.36,1,0.28,"Y",2,384
26,78,"RENT",8,"HOMEIMPROVEMENT","C",20,13.85,0,0.26,"Y",4,385
23,61.2,"RENT",4,"MEDICAL","B",20,11.14,1,0.28,"N",2,386
21,21.6,"MORTGAGE",2,"DEBTCONSOLIDATION","A",3.8,5.99,0,0.18,"N",2,387
24,72,"RENT",6,"DEBTCONSOLIDATION","D",20,11.11,1,0.28,"Y",4,388
23,78,"RENT",3,"VENTURE","B",20,11.58,0,0.26,"N",3,389
23,79,"RENT",5,"EDUCATION","D",20,16.89,0,0.25,"Y",4,390
23,80,"RENT",4,"MEDICAL","A",20,7.9,0,0.25,"N",4,391
23,21.6,"OWN",2,"VENTURE","C",6,12.68,0,0.28,"N",4,392
24,80,"RENT",3,"VENTURE","C",20,13.06,0,0.25,"N",4,393
25,80,"RENT",7,"EDUCATION","B",20,8.88,0,0.25,"N",4,394
22,80,"RENT",3,"EDUCATION","C",20,13.98,0,0.25,"Y",4,395
22,21.6,"OWN",3,"VENTURE","A",8.5,6.54,0,0.39,"N",4,396
26,62.9,"RENT",2,"MEDICAL","C",20,13.85,1,0.27,"N",3,397
26,21.6,"MORTGAGE",0,"HOMEIMPROVEMENT","B",1,10.36,0,0.05,"N",3,398
25,74.004,"RENT",2,"PERSONAL","E",20,15.95,1,0.27,"Y",4,399
22,81,"RENT",3,"DEBTCONSOLIDATION","C",20,13.49,0,0.25,"N",4,400
24,21.6,"MORTGAGE",0,"DEBTCONSOLIDATION","D",2,14.84,1,0.09,"N",2,401
22,76.654,"RENT",2,"EDUCATION","C",20,13.79,1,0.26,"Y",4,402
24,83.5,"RENT",1,"EDUCATION","C",20,13.48,0,0.24,"N",3,403
23,21.6,"OWN",0,"EDUCATION","B",4.4,12.53,0,0.2,"N",2,404
21,21.6,"MORTGAGE",2,"DEBTCONSOLIDATION","B",10,11.14,0,0.46,"N",2,405
24,78.996,"RENT",2,"HOMEIMPROVEMENT","D",20,14.11,1,0.25,"N",2,406
23,85,"RENT",0,"MEDICAL","A",20,7.49,0,0.24,"N",2,407
25,85,"RENT",3,"DEBTCONSOLIDATION","B",20,10.25,0,0.24,"N",3,408
26,73,"RENT",3,"PERSONAL","B",20,12.53,1,0.27,"N",2,409
21,21.816,"MORTGAGE",2,"PERSONAL","B",1.5,11.86,0,0.07,"N",3,410
23,21.84,"OWN",1,"VENTURE","A",9,7.88,0,0.41,"N",3,411
25,85,"RENT",4,"HOMEIMPROVEMENT","B",20,11.11,0,0.24,"N",2,412
24,21.948,"MORTGAGE",2,"VENTURE","D",4,11.11,0,0.18,"N",2,413
23,21.996,"OWN",4,"PERSONAL","C",6,13.23,0,0.27,"N",4,414
23,78,"RENT",0,"HOMEIMPROVEMENT","F",20,18.25,1,0.26,"Y",2,415
23,90,"RENT",2,"MEDICAL","B",20,11.49,0,0.22,"N",4,416
23,90,"RENT",0,"DEBTCONSOLIDATION","C",20,13.57,0,0.22,"N",4,417
25,91.229,"RENT",2,"EDUCATION","C",20,14.35,0,0.22,"N",3,418
26,22,"MORTGAGE",3,"DEBTCONSOLIDATION","B",3.825,10.65,0,0.17,"N",4,419
22,22,"MORTGAGE",3,"VENTURE","A",6.5,11.11,0,0.3,"N",4,420
22,22,"MORTGAGE",0,"MEDICAL","B",2.4,11.71,0,0.11,"N",3,421
26,93.492,"RENT",0,"DEBTCONSOLIDATION","B",20,9.45,0,0.21,"N",4,422
23,22,"MORTGAGE",5,"DEBTCONSOLIDATION","A",1.55,7.49,1,0.07,"N",2,423
22,94.5,"RENT",2,"PERSONAL","B",20,11.11,0,0.21,"N",2,424
23,95,"RENT",2,"EDUCATION","B",20,10.99,0,0.21,"N",2,425
24,95,"RENT",4,"HOMEIMPROVEMENT","D",20,11.11,0,0.21,"Y",3,426
23,96,"RENT",1,"MEDICAL","C",20,13.04,0,0.21,"N",3,427
22,98,"RENT",2,"EDUCATION","B",20,11.83,0,0.2,"N",4,428
24,22,"OWN",1,"DEBTCONSOLIDATION","D",3,16,0,0.14,"Y",2,429
22,22,"OWN",1,"DEBTCONSOLIDATION","D",8.5,15.05,0,0.39,"N",4,430
24,99.996,"RENT",0,"HOMEIMPROVEMENT","C",20,14.22,0,0.2,"Y",3,431
25,87.996,"RENT",0,"HOMEIMPROVEMENT","E",20,16.35,1,0.23,"N",3,432
26,22,"OWN",6,"VENTURE","B",7.5,10.96,0,0.34,"N",2,433
25,22,"OWN",0,"VENTURE","E",7.5,11.11,0,0.34,"Y",3,434
23,22.08,"MORTGAGE",3,"EDUCATION","A",6.7,11.11,0,0.3,"N",4,435
22,74.8,"RENT",3,"MEDICAL","D",20,14.96,1,0.23,"Y",4,436
23,74.8,"RENT",1,"MEDICAL","E",20,17.04,1,0.23,"Y",2,437
22,100,"RENT",0,"PERSONAL","B",20,12.21,0,0.2,"N",3,438
26,104,"RENT",0,"DEBTCONSOLIDATION","B",20,10.74,0,0.19,"N",2,439
23,95,"RENT",0,"DEBTCONSOLIDATION","D",20,14.59,1,0.21,"Y",2,440
25,108,"RENT",0,"HOMEIMPROVEMENT","C",20,11.11,0,0.19,"N",4,441
25,96.901,"RENT",3,"PERSONAL","C",20,11.11,1,0.21,"N",3,442
23,110,"RENT",3,"EDUCATION","B",20,12.42,0,0.18,"N",3,443
24,110,"RENT",1,"PERSONAL","B",20,10.38,0,0.18,"N",4,444
23,110,"RENT",2,"VENTURE","B",20,11.11,0,0.18,"N",2,445
22,22.8,"MORTGAGE",0,"HOMEIMPROVEMENT","B",7.125,11.71,1,0.31,"N",3,446
23,22.8,"MORTGAGE",2,"PERSONAL","A",3,8.9,1,0.13,"N",2,447
25,85,"RENT",7,"MEDICAL","E",20,17.39,1,0.2,"N",2,448
23,22.8,"MORTGAGE",3,"PERSONAL","A",4.8,5.79,0,0.21,"N",2,449
23,120,"RENT",4,"MEDICAL","B",20,10.37,0,0.17,"N",4,450
24,22.8,"OWN",3,"HOMEIMPROVEMENT","B",4.75,11.36,0,0.21,"N",3,451
22,22.8,"MORTGAGE",0,"EDUCATION","A",3,8.94,0,0.13,"N",2,452
25,130,"RENT",0,"PERSONAL","C",20,15.27,0,0.15,"N",2,453
23,22.884,"MORTGAGE",4,"EDUCATION","E",6,16,0,0.26,"N",2,454
24,133,"RENT",3,"EDUCATION","D",20,12.36,0,0.15,"Y",2,455
21,23,"MORTGAGE",2,"MEDICAL","A",7,8.9,0,0.3,"N",3,456
24,138,"RENT",2,"VENTURE","D",20,15.99,1,0.14,"Y",3,457
26,148,"RENT",1,"DEBTCONSOLIDATION","E",20,17.99,1,0.14,"N",3,458
22,23,"MORTGAGE",2,"DEBTCONSOLIDATION","B",4.8,10,0,0.21,"N",4,459
26,19.5,"RENT",0,"MEDICAL","C",0.5,11.41,0,0.03,"N",2,460
25,23,"MORTGAGE",4,"PERSONAL","C",10,11.11,1,0.43,"Y",2,461
21,19,"RENT",0,"EDUCATION","C",0.7,12.29,0,0.04,"N",2,462
22,23,"MORTGAGE",4,"EDUCATION","D",7,14.96,0,0.3,"Y",3,463
25,19,"RENT",0,"DEBTCONSOLIDATION","C",0.75,12.29,0,0.04,"Y",4,464
22,10,"RENT",0,"HOMEIMPROVEMENT","D",1,14.74,1,0.1,"N",4,465
22,23,"MORTGAGE",1,"EDUCATION","A",2.4,9.63,0,0.1,"N",4,466
22,11.76,"RENT",0,"VENTURE","C",1,13.98,0,0.09,"N",4,467
25,12,"RENT",0,"EDUCATION","B",1,10.65,0,0.08,"N",2,468
21,12,"RENT",1,"EDUCATION","C",1,13.98,0,0.08,"N",2,469
22,12,"RENT",0,"PERSONAL","C",1,13.57,1,0.08,"N",3,470
22,12.24,"RENT",1,"PERSONAL","D",1,14.96,1,0.08,"Y",3,471
23,23.04,"OWN",0,"VENTURE","B",2,11.11,0,0.09,"N",3,472
21,23.04,"OWN",1,"VENTURE","D",5,11.11,0,0.22,"N",3,473
22,14.4,"RENT",2,"VENTURE","E",1,16.69,1,0.07,"Y",3,474
21,23.04,"OWN",0,"EDUCATION","A",15,8.94,0,0.65,"N",2,475
22,15,"RENT",0,"MEDICAL","D",1,14.3,1,0.07,"Y",3,476
21,16,"RENT",2,"VENTURE","D",1,15.65,1,0.06,"Y",3,477
22,16.8,"RENT",2,"EDUCATION","C",1,13.48,0,0.06,"Y",4,478
24,19.2,"RENT",2,"EDUCATION","B",1,12.53,0,0.05,"N",4,479
23,39.6,"RENT",5,"EDUCATION","B",19,10.62,1,0.48,"N",2,480
22,39.9,"RENT",4,"VENTURE","B",19,12.18,1,0.48,"N",3,481
25,47,"RENT",4,"MEDICAL","B",19,11.99,1,0.4,"N",2,482
25,50,"RENT",2,"HOMEIMPROVEMENT","B",19,10.99,1,0.38,"N",4,483
25,52,"RENT",5,"MEDICAL","B",19,11.11,1,0.37,"N",4,484
24,23.5,"MORTGAGE",2,"DEBTCONSOLIDATION","B",7,10.38,0,0.3,"N",3,485
23,54.586,"RENT",5,"PERSONAL","B",19,11.14,1,0.35,"N",2,486
26,62.004,"RENT",5,"MEDICAL","A",19,7.49,1,0.31,"N",2,487
22,70,"RENT",1,"MEDICAL","B",19,8.88,0,0.27,"N",4,488
23,72,"RENT",3,"MEDICAL","B",19,10.99,0,0.26,"N",4,489
23,78,"RENT",2,"VENTURE","A",19,8.9,0,0.24,"N",2,490
25,23.92,"MORTGAGE",0,"MEDICAL","D",6,14.59,1,0.25,"Y",2,491
26,96,"RENT",6,"PERSONAL","C",19,13.22,0,0.2,"Y",2,492
24,105,"RENT",2,"HOMEIMPROVEMENT","C",19,12.29,0,0.18,"Y",2,493
26,55,"RENT",7,"DEBTCONSOLIDATION","A",18.8,6.99,1,0.34,"N",2,494
22,70,"RENT",2,"DEBTCONSOLIDATION","B",18.75,10.38,0,0.27,"N",2,495
22,36.5,"RENT",0,"VENTURE","A",18.725,6.54,1,0.51,"N",3,496
22,43,"RENT",4,"DEBTCONSOLIDATION","B",18.55,11.83,1,0.43,"N",4,497
24,24,"OWN",0,"VENTURE","B",7.1,12.42,0,0.3,"N",3,498
24,34.3,"RENT",4,"MEDICAL","B",18.5,10.71,1,0.54,"N",2,499
21,36,"RENT",3,"EDUCATION","C",18.5,10.91,1,0.51,"N",3,500
22,38,"RENT",2,"MEDICAL","A",18.5,7.66,1,0.49,"N",4,501
25,55.784,"RENT",2,"DEBTCONSOLIDATION","C",18.5,13.61,1,0.33,"N",3,502
23,74.196,"RENT",2,"EDUCATION","B",18.5,11.26,0,0.25,"N",3,503
25,75,"RENT",0,"EDUCATION","A",18.5,7.49,0,0.25,"N",3,504
24,73,"RENT",0,"HOMEIMPROVEMENT","A",18.5,7.9,1,0.25,"N",2,505
24,78,"RENT",1,"VENTURE","F",18.5,15.33,1,0.24,"N",2,506
26,145,"RENT",3,"EDUCATION","C",18.5,12.87,0,0.13,"Y",3,507
22,48.888,"RENT",1,"PERSONAL","C",18.4,13.16,1,0.38,"N",2,508
22,50,"RENT",2,"DEBTCONSOLIDATION","B",18.4,9.99,1,0.37,"N",2,509
22,24,"MORTGAGE",1,"VENTURE","C",5,14.65,1,0.21,"N",4,510
25,24,"MORTGAGE",0,"DEBTCONSOLIDATION","C",6,13.49,0,0.25,"Y",3,511
22,34,"RENT",0,"VENTURE","B",18.25,10.25,1,0.54,"N",3,512
24,35.004,"RENT",3,"PERSONAL","B",18.25,11.49,1,0.52,"N",4,513
25,34.5,"RENT",1,"VENTURE","E",18.25,17.04,1,0.53,"N",3,514
23,42.504,"RENT",0,"MEDICAL","B",18.25,10.25,1,0.43,"N",3,515
22,24,"MORTGAGE",4,"VENTURE","A",1.3,5.42,0,0.05,"N",3,516
22,36.996,"RENT",2,"PERSONAL","D",18.25,14.61,1,0.49,"Y",2,517
24,45.6,"RENT",2,"VENTURE","C",18.25,13.35,1,0.4,"N",4,518
25,55.044,"RENT",4,"VENTURE","E",18.25,17.56,1,0.33,"N",2,519
23,50,"RENT",4,"VENTURE","B",18.225,10.74,1,0.36,"N",2,520
26,44,"RENT",0,"HOMEIMPROVEMENT","D",18.225,14.91,1,0.41,"N",4,521
24,36,"RENT",4,"VENTURE","B",18.2,8.88,1,0.51,"N",4,522
25,36.4,"RENT",2,"PERSONAL","B",18.2,9.91,1,0.5,"N",4,523
24,55,"RENT",4,"EDUCATION","B",18.2,10.99,1,0.33,"N",2,524
23,27,"RENT",2,"VENTURE","C",18,11.54,1,0.67,"Y",4,525
23,24,"OWN",2,"EDUCATION","D",8,15.62,0,0.33,"N",2,526
23,33,"RENT",4,"VENTURE","B",18,9.91,1,0.55,"N",4,527
23,39.996,"RENT",2,"EDUCATION","B",18,9.25,1,0.45,"N",4,528
25,40,"RENT",2,"MEDICAL","C",18,13.11,1,0.45,"Y",3,529
22,24,"MORTGAGE",2,"DEBTCONSOLIDATION","B",5,10.99,0,0.21,"N",4,530
25,42,"RENT",3,"VENTURE","A",18,6.17,1,0.43,"N",2,531
24,24,"MORTGAGE",3,"MEDICAL","A",8,5.99,0,0.33,"N",4,532
24,24,"OWN",1,"EDUCATION","A",2.4,7.49,0,0.1,"N",2,533
24,44,"RENT",6,"VENTURE","B",18,12.18,1,0.41,"N",2,534
25,39,"RENT",3,"MEDICAL","E",18,17.19,1,0.46,"N",3,535
24,24,"OWN",5,"VENTURE","A",4.2,6.99,0,0.17,"N",3,536
24,43.4,"RENT",2,"DEBTCONSOLIDATION","E",18,16.63,1,0.41,"Y",2,537
24,50,"RENT",1,"MEDICAL","B",18,12.42,1,0.36,"N",4,538
24,50,"RENT",4,"VENTURE","A",18,7.9,1,0.36,"N",4,539
23,24,"MORTGAGE",2,"MEDICAL","D",5,15.99,1,0.21,"Y",2,540
26,50,"RENT",5,"EDUCATION","C",18,13.11,1,0.36,"N",3,541
22,24,"OWN",3,"EDUCATION","B",2.5,10.59,0,0.1,"N",2,542
22,24,"OWN",1,"MEDICAL","C",6,12.68,0,0.25,"Y",4,543
25,52,"RENT",2,"VENTURE","C",18,12.98,1,0.35,"N",4,544
22,52,"RENT",1,"VENTURE","C",18,13.85,1,0.35,"Y",4,545
24,48,"RENT",5,"PERSONAL","A",18,6.54,1,0.38,"N",2,546
23,24,"OWN",0,"PERSONAL","A",8,5.79,0,0.33,"N",3,547
25,55,"RENT",2,"EDUCATION","C",18,12.84,1,0.33,"N",2,548
25,55.344,"RENT",2,"HOMEIMPROVEMENT","B",18,10.99,1,0.33,"N",4,549
23,24,"MORTGAGE",5,"MEDICAL","B",1.375,11.11,1,0.06,"N",4,550
24,56,"RENT",2,"EDUCATION","C",18,13.48,1,0.32,"N",3,551
21,50,"RENT",2,"EDUCATION","D",18,14.74,1,0.36,"N",2,552
25,58,"RENT",6,"VENTURE","C",18,11.11,1,0.31,"N",4,553
26,53,"RENT",2,"VENTURE","E",18,17.19,1,0.34,"Y",3,554
22,60,"RENT",3,"EDUCATION","D",18,16.32,0,0.3,"N",4,555
22,60,"RENT",0,"EDUCATION","B",18,9.33,0,0.3,"N",3,556
25,61.5,"RENT",1,"EDUCATION","C",18,13.23,0,0.29,"Y",2,557
22,62,"RENT",0,"MEDICAL","C",18,13.85,0,0.29,"Y",4,558
23,24,"MORTGAGE",1,"EDUCATION","B",5.6,9.63,0,0.23,"N",3,559
24,24,"OWN",2,"VENTURE","A",10,6.92,0,0.42,"N",4,560
22,63,"RENT",0,"VENTURE","B",18,9.63,0,0.29,"N",4,561
23,63,"RENT",1,"EDUCATION","B",18,10.99,0,0.29,"N",3,562
23,63,"RENT",2,"EDUCATION","C",18,13.57,0,0.29,"Y",3,563
24,59,"RENT",1,"HOMEIMPROVEMENT","D",18,14.96,1,0.31,"Y",4,564
26,59,"RENT",2,"VENTURE","E",18,16,1,0.31,"N",4,565
26,60,"RENT",2,"HOMEIMPROVEMENT","D",18,16.29,1,0.3,"Y",2,566
24,70,"RENT",1,"HOMEIMPROVEMENT","B",18,9.88,0,0.26,"N",2,567
25,65,"RENT",3,"PERSONAL","D",18,15.33,1,0.28,"N",4,568
24,66,"RENT",2,"PERSONAL","D",18,14.54,1,0.27,"Y",4,569
24,72,"RENT",4,"VENTURE","A",18,7.88,0,0.25,"N",2,570
24,24,"OWN",3,"EDUCATION","C",3,13.98,0,0.13,"N",2,571
25,24,"MORTGAGE",0,"VENTURE","D",1.2,15.21,0,0.05,"Y",4,572
25,24,"MORTGAGE",2,"PERSONAL","D",3.5,15.58,1,0.15,"Y",2,573
21,24,"OWN",2,"MEDICAL","B",7,11.86,0,0.29,"N",2,574
26,78,"RENT",6,"EDUCATION","C",18,13.49,0,0.23,"N",2,575
23,80,"RENT",5,"VENTURE","A",18,8.49,0,0.23,"N",3,576
22,80,"RENT",1,"EDUCATION","B",18,10.99,0,0.23,"N",4,577
26,80.171,"RENT",3,"HOMEIMPROVEMENT","C",18,13.85,0,0.22,"N",3,578
23,24,"MORTGAGE",1,"DEBTCONSOLIDATION","D",2.8,16.07,1,0.12,"N",3,579
23,76.5,"RENT",3,"DEBTCONSOLIDATION","B",18,10.65,1,0.24,"N",4,580
24,24,"MORTGAGE",4,"EDUCATION","D",8.5,15.7,0,0.35,"N",2,581
26,24,"MORTGAGE",5,"PERSONAL","C",2.1,13.11,0,0.09,"N",3,582
26,24,"MORTGAGE",1,"HOMEIMPROVEMENT","B",6,10.99,0,0.25,"N",4,583
25,84,"RENT",5,"HOMEIMPROVEMENT","B",18,9.88,0,0.21,"N",3,584
25,85,"RENT",0,"EDUCATION","B",18,11.71,0,0.21,"N",4,585
23,87,"RENT",2,"EDUCATION","B",18,11.89,0,0.21,"N",2,586
23,88,"RENT",1,"EDUCATION","C",18,13.16,0,0.2,"N",4,587
23,90,"RENT",4,"PERSONAL","B",18,8.88,0,0.2,"N",4,588
24,95,"RENT",3,"DEBTCONSOLIDATION","A",18,8.49,0,0.19,"N",4,589
24,110,"RENT",4,"DEBTCONSOLIDATION","B",18,12.18,0,0.16,"N",4,590
26,116.004,"RENT",6,"VENTURE","B",18,11.83,0,0.16,"N",4,591
22,125,"RENT",3,"MEDICAL","C",18,14.79,0,0.14,"Y",3,592
25,24,"OWN",4,"MEDICAL","B",5,10.95,0,0.21,"N",3,593
21,75,"RENT",3,"EDUCATION","C",17.95,10.91,0,0.24,"N",3,594
26,130,"RENT",2,"PERSONAL","A",17.95,11.11,0,0.14,"N",2,595
25,24,"OWN",0,"MEDICAL","A",7,9.63,0,0.29,"N",3,596
23,62.05,"RENT",1,"MEDICAL","E",17.8,16.35,1,0.24,"Y",3,597
23,24,"OWN",1,"EDUCATION","B",1.5,12.21,0,0.06,"N",2,598
22,48,"RENT",0,"DEBTCONSOLIDATION","C",17.75,13.49,1,0.37,"N",4,599
26,24,"MORTGAGE",5,"PERSONAL","B",8,9.76,0,0.33,"N",3,600
24,24,"MORTGAGE",3,"EDUCATION","C",8,11.34,0,0.33,"Y",4,601
22,24,"MORTGAGE",2,"EDUCATION","D",3.975,13.87,0,0.17,"N",3,602
23,45,"RENT",1,"DEBTCONSOLIDATION","A",17.625,8.9,1,0.39,"N",4,603
22,65.5,"RENT",4,"EDUCATION","B",17.6,10.74,0,0.27,"N",2,604
24,70,"RENT",1,"HOMEIMPROVEMENT","B",17.6,10.62,0,0.25,"N",2,605
21,24,"MORTGAGE",2,"EDUCATION","B",5,8.7,0,0.21,"N",2,606
23,24.091,"MORTGAGE",5,"PERSONAL","C",3.5,12.99,0,0.15,"Y",2,607
24,72.25,"RENT",5,"MEDICAL","E",17.6,17.19,1,0.21,"Y",4,608
25,32.4,"RENT",1,"HOMEIMPROVEMENT","D",17.5,15.95,1,0.54,"Y",3,609
23,36,"RENT",2,"VENTURE","C",17.5,14.22,1,0.49,"N",4,610
21,37.232,"RENT",3,"MEDICAL","B",17.5,12.53,1,0.47,"N",2,611
24,40.8,"RENT",6,"MEDICAL","B",17.5,10.62,1,0.43,"N",4,612
22,24.449,"OWN",2,"VENTURE","B",1.8,11.89,0,0.07,"N",4,613
25,44,"RENT",6,"EDUCATION","B",17.5,12.53,1,0.4,"N",4,614
23,47.5,"RENT",5,"MEDICAL","C",17.5,13.61,1,0.37,"N",4,615
23,53.352,"RENT",3,"VENTURE","A",17.5,6.54,1,0.33,"N",2,616
24,58,"RENT",5,"EDUCATION","C",17.5,13.49,0,0.3,"Y",4,617
23,59,"RENT",1,"EDUCATION","B",17.5,9.25,0,0.3,"N",4,618
26,75,"RENT",4,"PERSONAL","A",17.5,7.9,0,0.23,"N",2,619
22,24.9,"MORTGAGE",1,"MEDICAL","C",5.5,13.16,1,0.22,"N",2,620
25,95.95,"RENT",2,"HOMEIMPROVEMENT","B",17.5,11.71,0,0.18,"N",2,621
21,24.96,"MORTGAGE",0,"PERSONAL","C",2,13.99,0,0.08,"Y",3,622
23,40,"RENT",2,"EDUCATION","B",17.475,9.91,1,0.44,"N",2,623
21,45.408,"RENT",3,"DEBTCONSOLIDATION","B",17.475,9.91,1,0.38,"N",2,624
23,24.996,"MORTGAGE",4,"EDUCATION","B",5,12.69,0,0.2,"N",2,625
22,58,"RENT",0,"EDUCATION","A",17.475,7.51,0,0.3,"N",3,626
24,96,"RENT",1,"DEBTCONSOLIDATION","B",17.4,10.37,0,0.18,"N",2,627
24,133,"RENT",5,"EDUCATION","B",17.4,11.71,0,0.13,"N",4,628
26,29.4,"RENT",1,"HOMEIMPROVEMENT","C",17,12.99,1,0.58,"Y",2,629
21,24.996,"OWN",3,"EDUCATION","D",7,15.58,0,0.28,"N",2,630
22,40,"RENT",1,"DEBTCONSOLIDATION","B",17,10.65,1,0.42,"N",4,631
22,41.4,"RENT",2,"MEDICAL","C",17,12.87,1,0.41,"N",3,632
24,43.275,"RENT",4,"MEDICAL","C",17,13.47,1,0.39,"N",3,633
24,45.792,"RENT",3,"DEBTCONSOLIDATION","B",17,10.38,1,0.37,"N",2,634
25,49.896,"RENT",7,"EDUCATION","E",17,16.82,1,0.34,"N",3,635
24,50,"RENT",3,"PERSONAL","C",17,13.79,1,0.34,"N",3,636
23,24.996,"OWN",1,"PERSONAL","D",4.575,11.11,0,0.18,"Y",2,637
